ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",_wp_page_template,country_region,health_authority,date,product_type,domain,url,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
3091,"Updated guidelines for Assessed listed medicines",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/updated-guidelines-for-assessed-listed-medicines/,,,,,,,,default,Australia,"Therapeutic Goods Administration",20240402,Drug,Regulatory,https://www.tga.gov.au/news/news/updated-guidelines-assessed-listed-medicines,publish,1,sagefrog,jillf@sagefrog.com,,,updated-guidelines-for-assessed-listed-medicines,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3092,"WHO Good Manufacturing Practices considerations for the prevention and control of nitrosamine contamination in pharmaceutical products (draft for comments)",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/who-good-manufacturing-practices-considerations-for-the-prevention-and-control-of-nitrosamine-contamination-in-pharmaceutical-products-draft-for-comments/,,,,,,,,default,International,"World Health Organization",20240401,Drug,Regulatory,https://cdn.who.int/media/docs/default-source/medicines/norms-and-standards/current-projects/qas24_943_gmp_nitrosamines_forpublic52f95166-1c71-4cc2-a499-05bc4967bf14.pdf?sfvrsn=2140e3f4_2,publish,1,sagefrog,jillf@sagefrog.com,,,who-good-manufacturing-practices-considerations-for-the-prevention-and-control-of-nitrosamine-contamination-in-pharmaceutical-products-draft-for-comments,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3093,"Guidelines on the Classification of Deficiencies Observed During Inspection of Drug Distributors, Drugstores, Hospital Pharmacies and Retail Outlet for Non-Prescription Drugs (RONPD) (draft for comments)",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/guidelines-on-the-classification-of-deficiencies-observed-during-inspection-of-drug-distributors-drugstores-hospital-pharmacies-and-retail-outlet-for-non-prescription-drugs-ronpd-draft-for-commen/,,,,,,,,default,"The Philippines","Philippines FDA",20240401,Drug,Regulatory,https://www.fda.gov.ph/draft-for-comments-guidelines-on-the-classification-of-deficiencies-observed-during-inspection-of-drug-distributors-drugstores-hospital-pharmacies-and-retail-outlet-for-non-prescription-drugs-ro/,publish,1,sagefrog,jillf@sagefrog.com,,,guidelines-on-the-classification-of-deficiencies-observed-during-inspection-of-drug-distributors-drugstores-hospital-pharmacies-and-retail-outlet-for-non-prescription-drugs-ronpd-draft-for-commen,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3094,"Safety reporting in performance studies of in vitro diagnostic medical devices under Regulation (EU) 2017/746",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/safety-reporting-in-performance-studies-of-in-vitro-diagnostic-medical-devices-under-regulation-eu-2017-746/,,,,,,,,default,Europe,"European Commission",20240401,"Medical Device",Safety,https://health.ec.europa.eu/document/download/5cc894e0-331d-4fa2-8ab3-cdd4437c48fc_en?filename=mdcg_2024-4_en.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,safety-reporting-in-performance-studies-of-in-vitro-diagnostic-medical-devices-under-regulation-eu-2017-746,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3095,"Guidance on content of the Investigator’s Brochure for clinical investigations of medical devices",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/guidance-on-content-of-the-investigators-brochure-for-clinical-investigations-of-medical-devices/,,,,,,,,default,Europe,"European Commission",20240401,"Medical Device",Clinical,https://health.ec.europa.eu/document/download/ee7ee8eb-841a-4085-a8dc-af6d55ebf1bd_en?filename=mdcg_2024-5_en.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,guidance-on-content-of-the-investigators-brochure-for-clinical-investigations-of-medical-devices,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3096,"Consultation: Proposed changes to the regulation of exempt medical devices and exempt Other Therapeutic Goods (draft for comments)",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/consultation-proposed-changes-to-the-regulation-of-exempt-medical-devices-and-exempt-other-therapeutic-goods-draft-for-comments/,,,,,,,,default,Australia,"Therapeutic Goods Administration",20240401,"Medical Device",Regulatory,https://consultations.tga.gov.au/tga/proposed-changes-to-exempt-devices-and-otgs/supporting_documents/Exempt%20devices%20consultation.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,consultation-proposed-changes-to-the-regulation-of-exempt-medical-devices-and-exempt-other-therapeutic-goods-draft-for-comments,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3097,"Instructions for Use for Medical Devices Consultation on availability of instructions for use in more flexible formats (draft for comments)",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/instructions-for-use-for-medical-devices-consultation-on-availability-of-instructions-for-use-in-more-flexible-formats-draft-for-comments/,,,,,,,,default,Australia,"Therapeutic Goods Administration",20240401,"Medical Device",Labeling,https://consultations.tga.gov.au/medical-devices-and-product-quality-division/instructions-for-use-ifu-for-medical-devices/supporting_documents/Consultation%20paper%20%20Availability%20of%20Instructions%20For%20Use%20in%20more%20flexible%20formats.PDF,publish,1,sagefrog,jillf@sagefrog.com,,,instructions-for-use-for-medical-devices-consultation-on-availability-of-instructions-for-use-in-more-flexible-formats-draft-for-comments,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3098,"Promotional Labeling and Advertising Considerations for Prescription Biological Reference Products, Biosimilar Products, and Interchangeable Biosimilar Products Questions and Answers (draft for comments)",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/promotional-labeling-and-advertising-considerations-for-prescription-biological-reference-products-biosimilar-products-and-interchangeable-biosimilar-products-questions-and-answers-draft-for-commen/,,,,,,,,default,USA,"Food and Drug Administration",20240401,,Labeling,https://www.fda.gov/media/134862/download,publish,1,sagefrog,jillf@sagefrog.com,,,promotional-labeling-and-advertising-considerations-for-prescription-biological-reference-products-biosimilar-products-and-interchangeable-biosimilar-products-questions-and-answers-draft-for-commen,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3099,"Implementation of the Future Regulations",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/implementation-of-the-future-regulations-2/,,,,,,,,default,UK,"Medicines and Healthcare products Regulatory Agency",20240328,Drug,Regulatory,https://www.gov.uk/government/publications/implementation-of-the-future-regulation-of-medical-devices/implementation-of-the-future-regulations,publish,1,sagefrog,jillf@sagefrog.com,,,implementation-of-the-future-regulations-2,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3100,"How CEP holders can avoid the rejection of notifications",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/how-cep-holders-can-avoid-the-rejection-of-notifications/,,,,,,,,default,Europe,"European Directorate for the Quality of Medicines and Healthcare",20240328,Drug,Regulatory,https://www.edqm.eu/en/-/how-cep-holders-can-avoid-the-rejection-of-notifications,publish,1,sagefrog,jillf@sagefrog.com,,,how-cep-holders-can-avoid-the-rejection-of-notifications,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3101,"First OMCL analytical procedures for determination of nitrosamine drug substance-related impurities (NDSRIs) and intermediate-related contaminants published",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/first-omcl-analytical-procedures-for-determination-of-nitrosamine-drug-substance-related-impurities-ndsris-and-intermediate-related-contaminants-published/,,,,,,,,default,Europe,"European Commission",20240328,"Medical Device",Regulatory,https://www.edqm.eu/en/-/first-omcl-analytical-procedures-for-determination-of-nitrosamine-drug-substance-related-impurities-ndsris-and-intermediate-related-contaminants-published,publish,1,sagefrog,jillf@sagefrog.com,,,first-omcl-analytical-procedures-for-determination-of-nitrosamine-drug-substance-related-impurities-ndsris-and-intermediate-related-contaminants-published,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3102,"European Medicines Agency pre-authorisation procedural advice for users of the centralised procedure",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/european-medicines-agency-pre-authorisation-procedural-advice-for-users-of-the-centralised-procedure/,,,,,,,,default,Europe,"European Medicines Agency",20240327,Drug,Regulatory,https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/european-medicines-agency-pre-authorisation-procedural-advice-users-centralised-procedure-document-tracked-changes_en.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,european-medicines-agency-pre-authorisation-procedural-advice-for-users-of-the-centralised-procedure,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3103,"HMA/EMA guidance document on the identification of personal data and commercially confidential information within the structure of the marketing authorization application (MAA) dossier (draft for comments)",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/hma-ema-guidance-document-on-the-identification-of-personal-data-and-commercially-confidential-information-within-the-structure-of-the-marketing-authorization-application-maa-dossier-draft-for-comm/,,,,,,,,default,Europe,"European Medicines Agency",20240325,Drug,Quality,https://www.ema.europa.eu/system/files/documents/other/draft-hma-ema-guidance-document-identification-personal-data-commercially-confiden_en.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,hma-ema-guidance-document-on-the-identification-of-personal-data-and-commercially-confidential-information-within-the-structure-of-the-marketing-authorization-application-maa-dossier-draft-for-comm,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3104,"Guideline on quality, non-clinical and clinical requirements for investigational advanced",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/guideline-on-quality-non-clinical-and-clinical-requirements-for-investigational-advanced/,,,,,,,,default,Europe,"European Medicines Agency",20240325,Drug,Clinical,https://www.ema.europa.eu/en/guideline-quality-non-clinical-clinical-requirements-investigational-advanced-therapy-medicinal-products-clinical-trials-scientific-guideline,publish,1,sagefrog,jillf@sagefrog.com,,,guideline-on-quality-non-clinical-and-clinical-requirements-for-investigational-advanced,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3105,"Anvisa extends the validity period of the Good Manufacturing Practices Certificate to four years",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/anvisa-extends-the-validity-period-of-the-good-manufacturing-practices-certificate-to-four-years/,,,,,,,,default,Brazil,"Brazilian Health Regulatory Agency",20240322,Drug,Regulatory,https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2024/anvisa-amplia-para-quatro-anos-prazo-de-validade-do-certificado-de-boas-praticas-de-fabricacao,publish,1,sagefrog,jillf@sagefrog.com,,,anvisa-extends-the-validity-period-of-the-good-manufacturing-practices-certificate-to-four-years,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3106,"Outcome of the consultation on the proposed updates to the Guideline on the Regulation of Therapeutic Products in New Zealand: Pharmacovigilance",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/outcome-of-the-consultation-on-the-proposed-updates-to-the-guideline-on-the-regulation-of-therapeutic-products-in-new-zealand-pharmacovigilance/,,,,,,,,default,"New Zealand","New Zealand Medicines and Medical Devices Safety",20240320,Drug,Pharmacovigilance,https://medsafe.govt.nz/consultations/Outcome-GRTPNZ-Pharmacovigilance.asp,publish,1,sagefrog,jillf@sagefrog.com,,,outcome-of-the-consultation-on-the-proposed-updates-to-the-guideline-on-the-regulation-of-therapeutic-products-in-new-zealand-pharmacovigilance,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3107,"Commission takes action to boost biotechnology and biomanufacturing in the EU",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/commission-takes-action-to-boost-biotechnology-and-biomanufacturing-in-the-eu/,,,,,,,,default,Europe,"European Commission",20240320,Drug,Regulatory,https://ec.europa.eu/commission/presscorner/detail/en/ip_24_1570,publish,1,sagefrog,jillf@sagefrog.com,,,commission-takes-action-to-boost-biotechnology-and-biomanufacturing-in-the-eu,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3108,"IPC signs Memorandum of Understanding with USP",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/ipc-signs-memorandum-of-understanding-with-usp/,,,,,,,,default,India,"Indian Pharmacopoeia Commission",20240318,Drug,Regulatory,https://www.ipc.gov.in/news-highlights/1273-pc-signs-memorandum-of-understanding-with-usp.html,publish,1,sagefrog,jillf@sagefrog.com,,,ipc-signs-memorandum-of-understanding-with-usp,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3109,"Guideline on the requirements for demonstrating therapeutic equivalence between orally inhaled products (OIP) for asthma and chronic obstructive pulmonary disease (COPD)",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/guideline-on-the-requirements-for-demonstrating-therapeutic-equivalence-between-orally-inhaled-products-oip-for-asthma-and-chronic-obstructive-pulmonary-disease-copd/,,,,,,,,default,Europe,"European Medicines Agency",20240316,Drug,Clinical,https://www.ema.europa.eu/en/documents/scientific-guideline/draft-guideline-requirements-demonstrating-therapeutic-equivalence-between-orally-inhaled-products-oip-asthma-chronic-obstructive-pulmonary-disease-copd_en.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,guideline-on-the-requirements-for-demonstrating-therapeutic-equivalence-between-orally-inhaled-products-oip-for-asthma-and-chronic-obstructive-pulmonary-disease-copd,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3110,"Draft guidance: Review of first-in-human high-risk implantable or cardiac invasive medical device clinical trials and Investigator’s brochures for medical device clinical trials",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/draft-guidance-review-of-first-in-human-high-risk-implantable-or-cardiac-invasive-medical-device-clinical-trials-and-investigators-brochures-for-medical-device-clinical-trials/,,,,,,,,default,Australia,"Therapeutic Goods Administration",20240315,"Medical Device",Clinical,https://consultations.tga.gov.au/tga/draft-guidance-review-of-high-risk-device-trials/,publish,1,sagefrog,jillf@sagefrog.com,,,draft-guidance-review-of-first-in-human-high-risk-implantable-or-cardiac-invasive-medical-device-clinical-trials-and-investigators-brochures-for-medical-device-clinical-trials,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3111,"Companion diagnostics guidance update- public consultation (draft for comments)",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/companion-diagnostics-guidance-update-public-consultation-draft-for-comments/,,,,,,,,default,Australia,"Therapeutic Goods Administration",20240315,"Medical Device",Regulatory,https://consultations.tga.gov.au/medical-devices-and-product-quality-division/companion-diagnostics-guidance-public-consultation/,publish,1,sagefrog,jillf@sagefrog.com,,,companion-diagnostics-guidance-update-public-consultation-draft-for-comments,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3112,"MedTech Europe views on the ‘One Substance, One Assessment’ European Commission package of legislative proposals",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/medtech-europe-views-on-the-one-substance-one-assessment-european-commission-package-of-legislative-proposals/,,,,,,,,default,Europe,"European Commission",20240314,Cosmetic,Regulatory,https://www.medtecheurope.org/resource-library/medtech-europe-views-on-the-one-substance-one-assessment-european-commission-package-of-legislative-proposals/,publish,1,sagefrog,jillf@sagefrog.com,,,medtech-europe-views-on-the-one-substance-one-assessment-european-commission-package-of-legislative-proposals,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3113,"New Organization First User EU QPPV/RP or Change of EU QPPV/RP",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/new-organization-first-user-eu-qppv-rp-or-change-of-eu-qppv-rp/,,,,,,,,default,Europe,"European Medicines Agency",20240313,Drug,Pharmacovigilance,https://www.ema.europa.eu/system/files/documents/other/new-organization-first-user-qppvrp-change-eu-qppvrp_en_0.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,new-organization-first-user-eu-qppv-rp-or-change-of-eu-qppv-rp,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3114,"Commission proposes new measures for the better lifecycle management of medicine authorisations",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/commission-proposes-new-measures-for-the-better-lifecycle-management-of-medicine-authorisations/,,,,,,,,default,Europe,"European Commission",20240311,Drug,Regulatory,https://ec.europa.eu/newsroom/sante/items/822032/en,publish,1,sagefrog,jillf@sagefrog.com,,,commission-proposes-new-measures-for-the-better-lifecycle-management-of-medicine-authorisations,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3115,"MHRA response to Equity in Medical Devices: Independent Review",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/mhra-response-to-equity-in-medical-devices-independent-review/,,,,,,,,default,UK,"Medicines and Healthcare products Regulatory Agency",20240311,"Medical Device",Regulatory,https://www.gov.uk/government/news/mhra-response-to-equity-in-medical-devices-independent-review,publish,1,sagefrog,jillf@sagefrog.com,,,mhra-response-to-equity-in-medical-devices-independent-review,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3116,"Advertising health services",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/advertising-health-services/,,,,,,,,default,Australia,"Therapeutic Goods Administration",20240307,Cosmetic,Regulatory,https://www.tga.gov.au/resources/resource/guidance/advertising-health-services,publish,1,sagefrog,jillf@sagefrog.com,,,advertising-health-services,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3117,"Update on In-Person Face-to-Face Formal Meetings with FDA",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/update-on-in-person-face-to-face-formal-meetings-with-fda/,,,,,,,,default,USA,"Food and Drug Administration",20240305,Drug,Regulatory,https://www.fda.gov/industry/prescription-drug-user-fee-amendments/update-person-face-face-formal-meetings-fda,publish,1,sagefrog,jillf@sagefrog.com,,,update-on-in-person-face-to-face-formal-meetings-with-fda,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3118,"Public consultation on ICH Guideline E2D(R1) launched in Switzerland",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/public-consultation-on-ich-guideline-e2dr1-launched-in-switzerland/,,,,,,,,default,Switzerland,"The Swiss Agency for Therapeutic Products",20240304,Drug,Safety,https://www.swissmedic.ch/swissmedic/en/home/news/mitteilungen/public-consulation-ici-guideline-e2d-r1-in-ch-eroeffnet.html,publish,1,sagefrog,jillf@sagefrog.com,,,public-consultation-on-ich-guideline-e2dr1-launched-in-switzerland,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3119,"Clinical Pharmacology Considerations for Antibody-Drug Conjugates",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/clinical-pharmacology-considerations-for-antibody-drug-conjugates/,,,,,,,,default,US,"US FDA",20240301,"Drug Product",Clinical,https://www.fda.gov/media/155997/download,publish,1,sagefrog,jillf@sagefrog.com,,,clinical-pharmacology-considerations-for-antibody-drug-conjugates,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3120,"Guidance on content of the Clinical Investigation Plan for clinical investigations of medical devices",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/guidance-on-content-of-the-clinical-investigation-plan-for-clinical-investigations-of-medical-devices/,,,,,,,,default,Europe,"European Commission",20240301,"Medical Device",Clinical,https://health.ec.europa.eu/document/download/690de85a-ac17-45ea-bb32-7839540c25c4_en?filename=mdcg_2024-3_en_0.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,guidance-on-content-of-the-clinical-investigation-plan-for-clinical-investigations-of-medical-devices,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3121,"Established medicines: marketing authorisation application changes",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/established-medicines-marketing-authorisation-application-changes/,,,,,,,,default,UK,"Medicines and Healthcare products Regulatory Agency",20240301,Drug,Regulatory,https://www.gov.uk/guidance/established-medicines-marketing-authorisation-application-process-changes,publish,1,sagefrog,jillf@sagefrog.com,,,established-medicines-marketing-authorisation-application-changes,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3122,"Select Updates for the Medical Device User Fee Small Business Qualification and Certification Guidance (draft guidance)",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/select-updates-for-the-medical-device-user-fee-small-business-qualification-and-certification-guidance-draft-guidance/,,,,,,,,default,US,"US FDA",20240222,"Medical Device",Regulatory,https://www.fda.gov/media/176439/download,publish,1,sagefrog,jillf@sagefrog.com,,,select-updates-for-the-medical-device-user-fee-small-business-qualification-and-certification-guidance-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3123,"Fraudulent and Unreliable Laboratory Testing Data in Premarket Submissions: FDA Reminds Medical Device Manufacturers to Scrutinize Third-Party-Generated Data",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/fraudulent-and-unreliable-laboratory-testing-data-in-premarket-submissions-fda-reminds-medical-device-manufacturers-to-scrutinize-third-party-generated-data/,,,,,,,,default,US,"US FDA",20240220,"Medical Device",Regulatory,https://www.fda.gov/medical-devices/industry-medical-devices/fraudulent-and-unreliable-laboratory-testing-data-premarket-submissions-fda-reminds-medical-device,publish,1,sagefrog,jillf@sagefrog.com,,,fraudulent-and-unreliable-laboratory-testing-data-in-premarket-submissions-fda-reminds-medical-device-manufacturers-to-scrutinize-third-party-generated-data,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3124,"Pilot GMP Single Inspection Program",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/pilot-gmp-single-inspection-program/,,,,,,,,default,Australia,TGA,20240220,"Drug Product",Regulatory,https://www.tga.gov.au/news/notices/pilot-gmp-single-inspection-program,publish,1,sagefrog,jillf@sagefrog.com,,,pilot-gmp-single-inspection-program,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3125,"Product-Specific Guidances; Draft and Revised Draft Guidances for Industry; Availability",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/product-specific-guidances-draft-and-revised-draft-guidances-for-industry-availability/,,,,,,,,default,US,"US FDA",20240216,"Drug Product",Regulatory,https://www.federalregister.gov/documents/2024/02/16/2024-03300/product-specific-guidances-draft-and-revised-draft-guidances-for-industry-availability,publish,1,sagefrog,jillf@sagefrog.com,,,product-specific-guidances-draft-and-revised-draft-guidances-for-industry-availability,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3126,"Launch of new HMA-EMA catalogues of real-world data sources and studies",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/launch-of-new-hma-ema-catalogues-of-real-world-data-sources-and-studies/,,,,,,,,default,Europe,EMA,20240215,"Drug Product",Regulatory,https://www.ema.europa.eu/en/news/launch-new-hma-ema-catalogues-real-world-data-sources-studies,publish,1,sagefrog,jillf@sagefrog.com,,,launch-of-new-hma-ema-catalogues-of-real-world-data-sources-and-studies,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3127,"Guideline on the pharmaceutical quality of inhalation and nasal medicinal products",,,"2024-06-27 16:46:55",regulatory,https://clinch.loc/regulatory/guideline-on-the-pharmaceutical-quality-of-inhalation-and-nasal-medicinal-products/,,,,,,,,default,Europe,"European Medicines Agency",20240212,Drug,Regulatory,https://www.ema.europa.eu/en/documents/scientific-guideline/draft-guideline-pharmaceutical-quality-inhalation-nasal-medicinal-products_en.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,guideline-on-the-pharmaceutical-quality-of-inhalation-and-nasal-medicinal-products,,default,0,0,0,open,open,"2024-06-27 16:46:55"
3128,"Biologics License Applications and Master File",,,"2024-06-27 16:46:56",regulatory,https://clinch.loc/regulatory/biologics-license-applications-and-master-file/,,,,,,,,default,US,"US FDA",20240212,Biologics,Clinical,https://public-inspection.federalregister.gov/2024-02741.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,biologics-license-applications-and-master-file,,default,0,0,0,open,open,"2024-06-27 16:46:56"
3129,"Concept Paper for the Development of a Guideline on Non-Inferiority and Equivalence Comparisons in Clinical Trials",,,"2024-06-27 16:46:56",regulatory,https://clinch.loc/regulatory/concept-paper-for-the-development-of-a-guideline-on-non-inferiority-and-equivalence-comparisons-in-clinical-trials/,,,,,,,,default,Europe,EMA,20240212,"Drug Product",Clinical,https://www.ema.europa.eu/en/documents/scientific-guideline/concept-paper-development-guideline-non-inferiority-equivalence-comparisons-clinical-trials_en.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,concept-paper-for-the-development-of-a-guideline-on-non-inferiority-and-equivalence-comparisons-in-clinical-trials,,default,0,0,0,open,open,"2024-06-27 16:46:56"
3130,"Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments",,,"2024-06-27 16:46:56",regulatory,https://clinch.loc/regulatory/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request-for-comments/,,,,,,,,default,US,"US FDA",20240209,Biologics,Clinical,https://www.federalregister.gov/documents/2024/02/09/2024-02709/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,publish,1,sagefrog,jillf@sagefrog.com,,,vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request-for-comments,,default,0,0,0,open,open,"2024-06-27 16:46:56"
3131,"Steps taken to ensure quality of medicines",,,"2024-06-27 16:46:56",regulatory,https://clinch.loc/regulatory/steps-taken-to-ensure-quality-of-medicines/,,,,,,,,default,India,CDSCO,20240209,"Drug Product",Regulatory,https://pib.gov.in/PressReleasePage.aspx?PRID=2004361,publish,1,sagefrog,jillf@sagefrog.com,,,steps-taken-to-ensure-quality-of-medicines,,default,0,0,0,open,open,"2024-06-27 16:46:56"
3132,"Bioequivalence & Ethics Committee Section Activities in 2023: At A Glance (And More)",,,"2024-06-27 16:46:56",regulatory,https://clinch.loc/regulatory/bioequivalence-ethics-committee-section-activities-in-2023-at-a-glance-and-more/,,,,,,,,default,Malaysia,NPRA,20240208,"Drug Product",Clinical,https://www.npra.gov.my/index.php/en/component/content/article/453-english/announcement-main/announcement-2024/1527568-bioequivalence-ethics-committee-section-activities-in-2023-at-a-glance.html?Itemid=1391,publish,1,sagefrog,jillf@sagefrog.com,,,bioequivalence-ethics-committee-section-activities-in-2023-at-a-glance-and-more,,default,0,0,0,open,open,"2024-06-27 16:46:56"
3133,"Read the top 10 deficiencies observed in new CEP applications for chemical purity assessed in 2023 to improve the quality of your applications!",,,"2024-06-27 16:46:56",regulatory,https://clinch.loc/regulatory/read-the-top-10-deficiencies-observed-in-new-cep-applications-for-chemical-purity-assessed-in-2023-to-improve-the-quality-of-your-applications/,,,,,,,,default,Europe,EC,20240208,"Drug Product",Regulatory,https://www.edqm.eu/en/-/read-the-top-10-deficiencies-observed-in-new-cep-applications-for-chemical-purity-assessed-in-2023-to-improve-the-quality-of-your-applications-,publish,1,sagefrog,jillf@sagefrog.com,,,read-the-top-10-deficiencies-observed-in-new-cep-applications-for-chemical-purity-assessed-in-2023-to-improve-the-quality-of-your-applications,,default,0,0,0,open,open,"2024-06-27 16:46:56"
3134,"Post approval changes in biologics – Quality, safety and efficacy documents",,,"2024-06-27 16:46:56",regulatory,https://clinch.loc/regulatory/post-approval-changes-in-biologics-quality-safety-and-efficacy-documents/,,,,,,,,default,India,"Central Drugs Standard Control Organisation",20240202,Drug,Regulatory,https://cdsco.gov.in/opencms/opencms/system/modules/CDSCO.WEB/elements/download_file_division.jsp?num_id=MTA5NTM=,publish,1,sagefrog,jillf@sagefrog.com,,,post-approval-changes-in-biologics-quality-safety-and-efficacy-documents,,default,0,0,0,open,open,"2024-06-27 16:46:56"
3135,"Reporting Amount of Listed Drugs and Biological Products Under Section 510(j)(3) of the FD&C Act",,,"2024-06-27 16:46:56",regulatory,https://clinch.loc/regulatory/reporting-amount-of-listed-drugs-and-biological-products-under-section-510j3-of-the-fdc-act/,,,,,,,,default,US,"US FDA",20240201,"Drug Product",Regulatory,https://www.fda.gov/media/175933/download,publish,1,sagefrog,jillf@sagefrog.com,,,reporting-amount-of-listed-drugs-and-biological-products-under-section-510j3-of-the-fdc-act,,default,0,0,0,open,open,"2024-06-27 16:46:56"
